"history_day_close","history_day_date","history_day_high","history_day_low","history_day_open","history_day_volume"
179.6,"2014-09-03",182.07,179.43,180.48,2397714
180.08,"2014-09-04",181.5998,179.55,179.93,1678491
179.75,"2014-09-05",179.905,177.88,179.58,2562817
180.11,"2014-09-08",180.92,179.22,179.58,1746425
177.4,"2014-09-09",178.64,176.62,177.93,2603770
179.87,"2014-09-10",180.18,178.12,178.33,2459494
181.0,"2014-09-11",181.44,178.5,178.77,1907281
183.17,"2014-09-12",183.47,180.63,180.63,3364167
183.98,"2014-09-15",184.4,182.51,182.91,2307983
184.04,"2014-09-16",184.56,182.8,183.9,2142740
184.82,"2014-09-17",185.77,183.46,183.82,2828283
187.89,"2014-09-18",188.43,185.5,185.83,3572845
186.2,"2014-09-19",188.58,185.88,188.26,5442922
185.29,"2014-09-22",186.95,185.1,186.0,1834414
185.09,"2014-09-23",186.86,184.57,184.57,1977585
187.81,"2014-09-24",188.12,184.4669,185.26,2834243
184.09,"2014-09-25",187.8,183.46,187.46,3080490
185.12,"2014-09-26",185.6,183.22,184.75,1932535
183.83,"2014-09-29",184.56,182.2,183.11,1747314
183.57,"2014-09-30",184.99,182.68,184.41,2037664
180.7,"2014-10-01",183.85,180.33,183.19,4196286
182.88,"2014-10-02",183.43,180.59,180.6,2789974
188.07,"2014-10-03",188.54,184.57,184.61,3271408
187.48,"2014-10-06",189.5,187.15,189.07,1938586
183.8,"2014-10-07",186.56,183.62,186.56,2927062
186.64,"2014-10-08",187.0,182.15,184.03,3164203
181.27,"2014-10-09",186.17,180.75,185.82,4893145
180.38,"2014-10-10",182.95,180.06,181.57,4405622
178.77,"2014-10-13",183.19,178.5,181.0,3436638
178.7,"2014-10-14",181.79,177.77,179.48,3557237
177.24,"2014-10-15",177.9499,171.52,176.49,6330496
172.58,"2014-10-16",176.29,171.26,172.02,7798623
176.91,"2014-10-17",177.54,175.1001,175.8,4950997
177.84,"2014-10-20",178.0,175.82,176.22,2307943
180.18,"2014-10-21",180.36,178.36,179.22,2652821
176.83,"2014-10-22",180.8,176.83,180.55,3088270
180.06,"2014-10-23",181.1,178.71,178.8,3397006
183.35,"2014-10-24",183.49,180.01,180.27,2900871
183.91,"2014-10-27",184.16,182.31,182.86,2388446
186.32,"2014-10-28",186.32,183.2,184.16,3036526
186.08,"2014-10-29",187.31,185.39,186.09,3378961
186.97,"2014-10-30",187.1,185.1665,185.48,2794752
189.99,"2014-10-31",190.0,188.12,189.24,3357146
190.83,"2014-11-03",191.98,189.75,190.35,2305281
190.27,"2014-11-04",190.97,188.82,190.47,2027621
189.84,"2014-11-05",191.87,189.61,191.58,3141124
191.0,"2014-11-06",191.44,189.78,190.38,1915405
190.71,"2014-11-07",191.475,189.3,191.25,1981390
191.8,"2014-11-10",191.87,190.51,190.51,1553929
191.88,"2014-11-11",192.68,190.53,191.81,1629826
190.18,"2014-11-12",190.89,189.33,190.66,2322218
189.93,"2014-11-13",191.19,189.35,190.84,549593
189.98,"2014-11-14",190.84,189.62,190.36,1691559
189.93,"2014-11-17",191.19,189.22,189.52,1593391
189.64,"2014-11-18",190.66,189.59,189.62,1812415
189.19,"2014-11-19",189.99,188.188,189.71,2260143
189.75,"2014-11-20",189.86,187.5505,187.82,2849995
189.59,"2014-11-21",191.655,189.37,191.52,2367908
190.07,"2014-11-24",190.89,189.67,190.14,2028819
188.86,"2014-11-25",190.5,188.2,190.5,3677892
188.52,"2014-11-26",189.92,187.73,189.92,2024075
188.41,"2014-11-28",189.49,188.115,188.4,1195167
188.2,"2014-12-01",188.62,185.59,188.0,2468967
190.19,"2014-12-02",190.94,188.81,189.31,3116089
190.95,"2014-12-03",191.82,189.33,189.75,3049585
191.95,"2014-12-04",192.34,189.96,190.78,3162010
195.45,"2014-12-05",196.93,192.54,192.72,3625473
196.62,"2014-12-08",198.06,194.51,195.45,2714961
196.89,"2014-12-09",197.22,192.9,193.69,4568408
192.0,"2014-12-10",195.99,191.6,195.48,6506655
193.54,"2014-12-11",194.94,192.5,193.0,3179459
188.82,"2014-12-12",192.635,188.07,191.71,3838914
185.54,"2014-12-15",190.81,185.41,190.24,4729064
183.31,"2014-12-16",186.93,182.4,183.96,4181927
185.03,"2014-12-17",186.5,183.63,184.11,5074804
191.61,"2014-12-18",191.66,187.81,188.0,4209608
193.28,"2014-12-19",195.0,192.03,192.26,4798226
194.44,"2014-12-22",194.5,192.762,193.92,3056427
195.5,"2014-12-23",196.1,194.73,195.34,2346066
195.89,"2014-12-24",196.75,195.01,196.61,697700
195.45,"2014-12-26",196.49,195.4,196.09,1016252
196.19,"2014-12-29",196.96,194.82,195.57,1229873
195.71,"2014-12-30",196.5,194.577,195.5,1136152
193.83,"2014-12-31",196.83,193.77,196.65,1566780
194.41,"2015-01-02",195.73,192.7001,195.3,1877748
188.34,"2015-01-05",194.04,187.48,193.06,3417017
184.53,"2015-01-06",188.659,183.93,188.3,3430666
187.28,"2015-01-07",187.99,185.77,186.85,1896784
190.27,"2015-01-08",190.82,189.25,189.35,1962464
187.35,"2015-01-09",191.31,186.96,190.48,1980679
185.07,"2015-01-12",187.53,184.11,187.36,2084188
184.93,"2015-01-13",189.375,183.37,186.58,2745342
180.23,"2015-01-14",182.51,178.1,181.18,5204732
178.49,"2015-01-15",181.6,177.5,180.18,3145989
177.23,"2015-01-16",180.1,174.06,176.73,5124104
175.63,"2015-01-20",178.33,174.23,177.57,3615587
177.15,"2015-01-21",178.39,172.82,174.55,3737031
182.04,"2015-01-22",182.59,177.25,178.81,6228247
180.49,"2015-01-23",182.98,180.42,181.43,3123779
180.42,"2015-01-26",180.99,178.06,178.72,2736529
176.49,"2015-01-27",178.64,176.3,177.24,3335640
173.05,"2015-01-28",177.97,172.97,177.73,3017283
175.99,"2015-01-29",176.3,173.07,173.18,2421445
172.41,"2015-01-30",175.69,172.32,174.13,3037367
175.49,"2015-02-02",175.6,172.26,172.99,2975305
180.24,"2015-02-03",180.48,175.91,176.01,3766909
178.78,"2015-02-04",180.71,178.53,178.72,2980541
180.77,"2015-02-05",181.6,179.23,179.44,2434365
183.43,"2015-02-06",184.62,181.14,182.05,3250893
182.22,"2015-02-09",182.95,181.15,181.69,2421853
184.56,"2015-02-10",184.8,182.35,183.35,2556334
187.65,"2015-02-11",188.19,183.75,184.07,4079642
189.78,"2015-02-12",190.0,187.4,188.25,3086685
189.0,"2015-02-13",191.33,188.34,189.87,2720401
190.02,"2015-02-17",190.63,188.31,188.78,2123317
188.67,"2015-02-18",190.035,187.82,189.54,1850721
189.11,"2015-02-19",189.85,187.27,187.68,1470372
191.51,"2015-02-20",191.64,187.05,188.35,2317113
190.31,"2015-02-23",190.74,189.27,190.74,1691133
192.22,"2015-02-24",193.28,189.68,190.03,2627289
191.72,"2015-02-25",192.45,190.46,191.55,2775703
192.2,"2015-02-26",192.47,190.0,190.51,2449264
189.79,"2015-02-27",192.5,189.79,191.19,2572381
191.79,"2015-03-02",191.92,189.78,190.0,1659394
191.27,"2015-03-03",192.87,190.57,190.7,1487767
189.67,"2015-03-04",190.82,188.98,190.35,1648467
190.08,"2015-03-05",190.72,189.07,190.13,1330072
186.91,"2015-03-06",191.4,186.58,187.58,4103633
187.93,"2015-03-09",188.79,186.57,187.3,2233659
182.71,"2015-03-10",186.14,182.71,185.59,2768460
184.18,"2015-03-11",185.84,183.01,183.3,2098595
189.95,"2015-03-12",190.0,185.94,185.94,3114792
189.34,"2015-03-13",189.74,186.16,188.87,3095099
191.9,"2015-03-16",192.49,189.9,190.04,2127669
190.57,"2015-03-17",191.24,188.8,190.97,1883231
192.32,"2015-03-18",193.04,189.2,189.67,2790127
189.97,"2015-03-19",191.76,189.09,191.76,2097075
193.13,"2015-03-20",193.918,189.9,190.47,3473782
191.96,"2015-03-23",194.25,191.96,193.27,1590524
191.28,"2015-03-24",192.51,191.16,191.94,1799127
187.35,"2015-03-25",191.23,187.35,191.08,2542039
187.24,"2015-03-26",187.97,185.02,186.52,2377241
188.06,"2015-03-27",188.48,186.27,187.19,1539551
191.02,"2015-03-30",192.0,189.19,189.24,2403833
187.97,"2015-03-31",190.55,187.97,190.34,2146581
192.23,"2015-04-01",192.33,186.96,187.94,4031448
191.55,"2015-04-02",192.73,190.85,191.73,2296301
192.05,"2015-04-06",192.64,188.95,190.18,1997035
192.39,"2015-04-07",193.64,192.24,192.52,1778008
192.56,"2015-04-08",193.85,192.2,193.04,1997262
194.89,"2015-04-09",195.09,192.41,192.86,1986490
195.64,"2015-04-10",195.86,194.09,194.65,1764768
195.58,"2015-04-13",197.38,194.77,195.32,2196136
197.72,"2015-04-14",198.49,195.71,196.98,3267415
201.1,"2015-04-15",202.14,197.39,198.21,5066095
200.21,"2015-04-16",202.87,198.7,202.7,5976908
197.35,"2015-04-17",198.25,195.65,197.84,4578358
198.1,"2015-04-20",199.6,197.92,199.07,2616642
196.84,"2015-04-21",199.5,196.58,198.97,1868271
198.32,"2015-04-22",199.1596,196.57,197.91,1938132
199.31,"2015-04-23",200.49,197.6,198.16,2053443
197.99,"2015-04-24",199.1,197.45,199.0,1445668
196.52,"2015-04-27",199.31,196.37,198.76,1767077
197.49,"2015-04-28",197.609,194.4,196.2,1909359
198.56,"2015-04-29",199.73,195.48,195.79,2480559
196.42,"2015-04-30",199.75,195.4,198.4,2732817
197.53,"2015-05-01",198.57,196.83,198.45,2029500
199.3,"2015-05-04",199.72,197.9,198.26,1581596
197.29,"2015-05-05",200.39,196.72,198.31,2287530
196.25,"2015-05-06",198.59,194.01,197.75,2433695
197.39,"2015-05-07",197.95,194.81,196.26,1795322
200.5,"2015-05-08",201.34,199.1,199.1,3192457
201.73,"2015-05-11",201.9499,200.29,200.29,1966678
200.53,"2015-05-12",201.04,198.07,200.48,2247452
201.43,"2015-05-13",201.75,199.85,200.47,2143328
202.62,"2015-05-14",202.88,201.43,202.33,1957048
202.97,"2015-05-15",202.97,201.815,202.55,1742949
204.66,"2015-05-18",205.18,202.64,202.65,2164617
205.4,"2015-05-19",206.2,204.55,204.99,2370071
205.08,"2015-05-20",205.96,204.15,205.17,1831225
204.95,"2015-05-21",205.21,204.175,204.6,2225002
207.8,"2015-05-22",208.26,204.63,204.66,3040357
206.38,"2015-05-26",207.52,205.0,207.52,3336312
209.06,"2015-05-27",209.68,205.87,206.89,3011464
208.48,"2015-05-28",208.59,207.28,208.08,3084930
206.19,"2015-05-29",208.27,205.62,208.23,2255524
207.81,"2015-06-01",208.82,206.89,207.32,2088203
206.43,"2015-06-02",207.84,205.654,206.85,2230654
208.29,"2015-06-03",210.17,206.77,207.52,2417000
208.87,"2015-06-04",210.06,207.0,207.6,3462485
210.45,"2015-06-05",211.94,208.55,210.7,3225056
209.79,"2015-06-08",211.7,209.4501,211.15,2180658
209.02,"2015-06-09",210.44,207.62,210.0,2278834
213.13,"2015-06-10",213.4,209.36,209.72,2677304
213.94,"2015-06-11",214.605,212.87,213.17,2024123
213.06,"2015-06-12",214.01,212.01,213.48,2006235
211.76,"2015-06-15",212.34,210.38,210.89,1903767
213.56,"2015-06-16",213.57,211.13,211.85,1954185
212.93,"2015-06-17",214.5,212.571,213.59,1778397
214.6,"2015-06-18",215.01,212.01,213.45,2167188
213.19,"2015-06-19",215.0,213.19,214.12,4163396
216.51,"2015-06-22",216.81,215.0,215.06,2006095
218.4,"2015-06-23",218.77,216.64,216.92,2735585
214.43,"2015-06-24",217.0,213.7,216.2,3945152
212.82,"2015-06-25",215.8,212.49,215.15,2434684
213.17,"2015-06-26",214.61,212.55,213.62,2762606
207.65,"2015-06-29",211.22,207.65,210.14,3292821
208.79,"2015-06-30",210.79,208.15,209.89,4167331
209.94,"2015-07-01",212.49,208.945,211.63,2820266
209.2,"2015-07-02",210.63,208.501,209.94,1816596
208.04,"2015-07-06",208.53,206.26,206.71,2816813
208.21,"2015-07-07",208.97,203.2,207.98,3304151
204.06,"2015-07-08",206.785,203.7004,206.3,2185114
204.81,"2015-07-09",207.55,204.44,207.13,2256224
207.19,"2015-07-10",207.98,206.18,207.72,1840567
210.12,"2015-07-13",210.31,208.65,209.44,2041670
212.16,"2015-07-14",212.76,209.7,210.01,2090696
212.96,"2015-07-15",213.61,211.425,213.54,2536657
211.18,"2015-07-16",214.14,209.32,211.39,4405218
212.46,"2015-07-17",212.8,209.785,210.76,2848961
212.39,"2015-07-20",214.0,211.21,212.68,2175433
211.5,"2015-07-21",212.796,210.75,211.98,1985341
213.25,"2015-07-22",213.72,211.75,211.8,2301294
211.05,"2015-07-23",214.61,210.7,213.66,2192661
207.35,"2015-07-24",211.45,206.9,211.45,2453880
205.02,"2015-07-27",205.84,203.5,205.45,2910477
206.24,"2015-07-28",207.18,204.6,207.14,2018072
206.84,"2015-07-29",208.13,205.67,206.57,1987293
207.2,"2015-07-30",207.35,205.102,206.03,1342938
205.07,"2015-07-31",207.47,204.9,207.4,1644029
204.69,"2015-08-03",205.95,202.84,205.75,2075500
205.17,"2015-08-04",207.15,204.8,205.01,1451455
205.7,"2015-08-05",207.78,204.93,206.94,1535537
205.09,"2015-08-06",206.7,204.3,206.0,1485778
203.44,"2015-08-07",206.6399,202.32,205.3,1691113
205.97,"2015-08-10",206.57,204.34,204.59,1640337
201.7,"2015-08-11",203.92,200.66,203.5,2553963
201.13,"2015-08-12",201.55,196.58,199.9,2789694
200.74,"2015-08-13",201.95,199.58,200.72,3353617
202.02,"2015-08-14",202.55,200.74,200.83,3567146
202.57,"2015-08-17",202.86,199.78,201.01,1600670
201.18,"2015-08-18",203.1,201.18,202.12,1665404
200.95,"2015-08-19",202.75,199.14,200.02,2721380
196.75,"2015-08-20",199.22,196.75,198.43,3140005
187.74,"2015-08-21",194.6,187.58,193.66,5406193
179.46,"2015-08-24",186.89,172.1,178.46,7183557
178.22,"2015-08-25",187.33,177.71,185.89,7204780
184.4,"2015-08-26",185.062,179.11,183.04,5561817
189.21,"2015-08-27",189.86,185.4287,186.81,3798482
187.75,"2015-08-28",188.85,186.26,187.59,2413053
188.6,"2015-08-31",190.25,187.18,187.69,2857984
182.12,"2015-09-01",186.47,181.08,184.24,5494486
184.51,"2015-09-02",185.82,182.51,184.87,3043803
185.06,"2015-09-03",187.89,184.28,185.0,2902175
180.38,"2015-09-04",182.83,179.131,182.26,4295588
185.88,"2015-09-08",186.31,183.65,183.91,3060052
185.68,"2015-09-09",191.75,185.26,189.55,4756838
185.91,"2015-09-10",187.82,184.77,185.45,3042592
185.27,"2015-09-11",185.82,183.32,185.43,2536786
183.94,"2015-09-14",185.86,183.3,185.6,2746271
187.45,"2015-09-15",188.02,184.19,184.78,3092831
188.64,"2015-09-16",189.3,186.59,187.96,2717753
186.45,"2015-09-17",190.57,186.0,188.45,3712648
180.94,"2015-09-18",183.38,180.55,183.2,6529889
183.35,"2015-09-21",184.41,181.7,183.3,2947153
179.72,"2015-09-22",181.0,178.01,180.89,4166934
179.41,"2015-09-23",180.19,177.75,179.81,2732623
176.91,"2015-09-24",177.975,174.8201,177.66,3910036
179.83,"2015-09-25",181.11,178.16,179.2,3026501
173.02,"2015-09-28",178.46,172.75,178.46,3898527
171.86,"2015-09-29",173.3,167.49,173.01,4419120
173.76,"2015-09-30",175.08,172.16,174.58,2931453
176.02,"2015-10-01",176.17,173.04,174.4,3612953
177.01,"2015-10-02",177.1,169.87,172.14,4469873
180.7,"2015-10-05",181.06,177.83,178.23,3411878
180.32,"2015-10-06",181.28,179.47,180.2,1859061
182.23,"2015-10-07",183.79,180.54,181.8,2594918
181.07,"2015-10-08",182.47,179.75,181.18,3253394
179.19,"2015-10-09",182.29,178.21,180.96,3334864
180.23,"2015-10-12",181.2,179.01,180.8,3059829
180.97,"2015-10-13",183.14,179.5,179.57,2918822
179.51,"2015-10-14",182.215,179.14,180.73,3252009
184.96,"2015-10-15",185.75,175.76,176.73,5720088
185.18,"2015-10-16",186.65,183.63,185.12,2977469
185.74,"2015-10-19",186.5,183.15,183.48,2665724
185.51,"2015-10-20",185.97,183.9,185.2,2736241
179.7,"2015-10-21",186.22,179.55,186.22,3711065
183.56,"2015-10-22",184.19,180.2,180.23,2609637
185.5,"2015-10-23",186.36,184.43,185.16,2935718
187.01,"2015-10-26",188.0,186.62,187.1,2573727
186.31,"2015-10-27",186.83,184.5,186.0,1932290
191.32,"2015-10-28",191.48,186.17,186.71,3231934
189.89,"2015-10-29",191.96,189.33,191.0,3068096
187.5,"2015-10-30",190.09,187.24,189.76,2791644
189.68,"2015-11-02",190.43,187.675,188.32,2531476
190.69,"2015-11-03",191.87,189.05,189.25,2443204
191.65,"2015-11-04",192.89,190.31,191.0,2174279
192.02,"2015-11-05",193.28,191.0,192.54,2186265
199.17,"2015-11-06",199.47,195.9,196.0,4270825
196.76,"2015-11-09",199.9,196.32,199.04,2604360
197.81,"2015-11-10",198.22,195.275,196.58,2149921
197.39,"2015-11-11",198.93,196.73,198.29,1645959
192.77,"2015-11-12",196.19,192.26,196.19,3166928
190.39,"2015-11-13",193.38,190.06,192.63,2483957
192.16,"2015-11-16",192.16,188.01,189.99,4626574
190.57,"2015-11-17",193.0,190.32,192.67,1783839
193.66,"2015-11-18",194.05,191.01,191.05,2509231
193.03,"2015-11-19",194.21,191.67,193.82,1835761
191.47,"2015-11-20",193.49,191.11,193.0,2932129
189.19,"2015-11-23",191.49,188.52,191.3,2671721
188.67,"2015-11-24",189.795,186.56,188.02,2679373
189.15,"2015-11-25",189.77,188.15,188.99,1495611
190.47,"2015-11-27",191.19,188.8501,189.16,1092728
190.02,"2015-11-30",191.08,189.24,190.5,3415027
193.07,"2015-12-01",193.15,190.01,191.22,4141469
190.26,"2015-12-02",193.84,189.8041,193.3,1817187
185.2,"2015-12-03",191.65,184.73,190.66,3598980
189.99,"2015-12-04",190.62,184.75,185.61,3517235
185.49,"2015-12-07",190.12,185.0,190.0,3499925
182.92,"2015-12-08",184.47,181.84,183.92,2663754
180.71,"2015-12-09",184.85,179.8267,182.02,3907459
182.11,"2015-12-10",183.93,180.31,180.99,2212337
176.56,"2015-12-11",180.15,175.47,179.68,3750058
176.4,"2015-12-14",178.63,172.9,176.67,5102368
182.01,"2015-12-15",183.28,178.85,178.98,3398685
186.21,"2015-12-16",186.88,181.68,184.01,3191740
182.61,"2015-12-17",187.89,182.61,186.88,2807871
175.49,"2015-12-18",181.9,175.39,181.2,6740815
177.75,"2015-12-21",178.15,175.83,177.5,2472858
180.05,"2015-12-22",180.6933,177.05,178.9,2312805
182.95,"2015-12-23",183.0,180.46,180.7,2367940
182.47,"2015-12-24",183.17,182.02,182.27,1107633
181.62,"2015-12-28",181.9325,179.84,181.77,1723330
183.53,"2015-12-29",184.18,182.5003,182.82,1848921
182.01,"2015-12-30",183.53,181.84,183.28,1514347
180.23,"2015-12-31",182.885,180.03,181.16,1773881
177.14,"2016-01-04",177.19,173.76,175.79,3745474
174.09,"2016-01-05",177.5,172.92,176.71,4521610
169.84,"2016-01-06",172.02,169.1,171.31,5539404
164.62,"2016-01-07",169.5,163.6,166.67,5687935
163.94,"2016-01-08",168.42,163.63,166.75,4929788
165.73,"2016-01-11",166.46,163.34,165.0,4386469
165.71,"2016-01-12",168.18,163.3,166.89,4441260
158.99,"2016-01-13",167.1,157.92,166.46,5252478
161.39,"2016-01-14",162.51,156.76,160.3,4272470
155.61,"2016-01-15",157.99,153.81,156.7,6237182
156.82,"2016-01-19",158.76,155.2848,157.56,5860559
153.75,"2016-01-20",158.37,151.65,154.1,9369148
151.65,"2016-01-21",155.16,151.49,153.97,5738849
156.86,"2016-01-22",156.99,153.86,154.58,5583770
151.12,"2016-01-25",156.53,151.12,156.4,5051693
154.45,"2016-01-26",156.1,151.19,151.41,5237676
153.72,"2016-01-27",158.43,153.19,153.59,5153084
157.06,"2016-01-28",158.05,152.53,155.01,4292910
161.56,"2016-01-29",161.59,157.78,158.64,4887892
159.65,"2016-02-01",161.0,158.45,160.41,2963524
151.7,"2016-02-02",157.0,150.155,157.0,6316219
152.68,"2016-02-03",153.84,147.01,152.5,5893224
156.49,"2016-02-04",157.95,152.01,152.3,4573051
156.47,"2016-02-05",159.7,155.69,157.57,4596102
149.25,"2016-02-08",153.83,145.25,153.83,8680044
148.25,"2016-02-09",149.95,145.1,145.52,6919394
147.23,"2016-02-10",153.38,147.21,150.0,7609581
140.69,"2016-02-11",144.41,139.05,143.41,10252167
146.13,"2016-02-12",146.51,143.7,143.75,9009284
149.02,"2016-02-16",150.48,147.45,149.6,10198018
150.94,"2016-02-17",151.87,150.31,150.8,5578840
147.73,"2016-02-18",152.0,147.37,151.25,5895488
